Unnamed: 0,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,Customer Reviews
488,Nuu Mobile M3,Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4229,"Perfect for everyday use, budget-friendly."
489,Micromax Canvas Infinity,Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,4991,"Premium quality, outstanding features."
490,Lyf C451,Lyf,C451,2800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499,"Excellent performance, worth the price."
491,Panasonic Eluga A3 Pro,Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9000,"Great battery life, perfect for gaming."
492,Karbonn K9 Kavach 4G,Karbonn,K9 Kavach 4G,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3399,"Amazing camera quality, a bit expensive."
493,Ziox Astra Titan 4G,Ziox,Astra Titan 4G,3000,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499,"Good value for money, smooth performance."
494,InFocus Turbo 5,InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7099,"Battery could be better, decent overall."
495,Karbonn Aura Note 2,Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6200,Highly recommend for photography lovers.
496,Zopo Speed X,Zopo,Speed X,2680,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,7399,"Affordable and reliable, good screen quality."
497,Intex Elyt e7,Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,3999,"Sleek design, average battery life."
498,Micromax Canvas 2 (2017),Micromax,Canvas 2 (2017),3050,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4399,"Perfect for everyday use, budget-friendly."
499,Tecno i7,Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,8966,"Premium quality, outstanding features."
500,Lava Z10,Lava,Z10,2620,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,8920,"Excellent performance, worth the price."
501,Vivo Y66,Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,10999,"Great battery life, perfect for gaming."
502,Zopo Flash X Plus,Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,6990,"Amazing camera quality, a bit expensive."
503,Vivo Y55s,Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10990,"Good value for money, smooth performance."
504,Nokia 3,Nokia,3,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6900,"Battery could be better, decent overall."
505,Intex Aqua Supreme+,Intex,Aqua Supreme+,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8200,Highly recommend for photography lovers.
506,ZTE Blade A2 Plus,ZTE,Blade A2 Plus,5000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,12499,"Affordable and reliable, good screen quality."
507,Panasonic Eluga Prim,Panasonic,Eluga Prim,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8440,"Sleek design, average battery life."
508,Coolpad Mega 3,Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16.0,8.0,8.0,Android,Yes,Yes,No,3,Yes,Yes,4590,"Perfect for everyday use, budget-friendly."
509,Coolpad Mega 2.5D,Coolpad,Mega 2.5D,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5990,"Premium quality, outstanding features."
510,Gionee S6 Pro,Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7999,"Excellent performance, worth the price."
511,Panasonic Eluga Arc,Panasonic,Eluga Arc,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4899,"Great battery life, perfect for gaming."
512,Vivo V3,Vivo,V3,2550,5.0,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,14980,"Amazing camera quality, a bit expensive."
513,Micromax Canvas Spark 3,Micromax,Canvas Spark 3,2500,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3968,"Good value for money, smooth performance."
514,InFocus Bingo 21,InFocus,Bingo 21,2300,4.5,Yes,850,480,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3740,"Battery could be better, decent overall."
515,Honor Holly 2 Plus,Honor,Holly 2 Plus,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8556,Highly recommend for photography lovers.
516,Karbonn Quattro L50 HD,Karbonn,Quattro L50 HD,2600,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Affordable and reliable, good screen quality."
517,Lyf Earth 1,Lyf,Earth 1,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,12999,"Sleek design, average battery life."
518,Onida i4G1,Onida,i4G1,2300,5.0,No,720,1280,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5385,"Perfect for everyday use, budget-friendly."
519,HTC One X9,HTC,One X9,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,14770,"Premium quality, outstanding features."
520,Intex Aqua Ace,Intex,Aqua Ace,2300,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999,"Excellent performance, worth the price."
521,Lava Pixel V2,Lava,Pixel V2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,13300,"Great battery life, perfect for gaming."
522,Gionee F103,Gionee,F103,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10200,"Amazing camera quality, a bit expensive."
523,Micromax Canvas Nitro 4G,Micromax,Canvas Nitro 4G,2500,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4799,"Good value for money, smooth performance."
524,Vivo V1Max,Vivo,V1Max,2720,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,13000,"Battery could be better, decent overall."
525,Micromax Canvas Selfie 2,Micromax,Canvas Selfie 2,2000,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,6999,Highly recommend for photography lovers.
526,Panasonic Eluga Icon,Panasonic,Eluga Icon,3500,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4500,"Affordable and reliable, good screen quality."
527,Karbonn Titanium Mach Five,Karbonn,Titanium Mach Five,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,2999,"Sleek design, average battery life."
528,InFocus M370,InFocus,M370,2230,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,7999,"Perfect for everyday use, budget-friendly."
529,Micromax Canvas Xpress 2,Micromax,Canvas Xpress 2,2500,5.0,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,6199,"Premium quality, outstanding features."
530,Lava Pixel V1,Lava,Pixel V1,2650,5.5,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3999,"Excellent performance, worth the price."
531,Micromax Canvas Doodle 4,Micromax,Canvas Doodle 4,3000,6.0,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,9500,"Great battery life, perfect for gaming."
532,Sony Xperia Z3+,Sony,Xperia Z3+,2930,5.2,Yes,1080,1920,8,3000,32.0,20.7,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,34915,"Amazing camera quality, a bit expensive."
533,LG G4 Stylus,LG,G4 Stylus,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999,"Good value for money, smooth performance."
534,Intex Cloud N,Intex,Cloud N,1400,4.0,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3500,"Battery could be better, decent overall."
535,Micromax Unite 3,Micromax,Unite 3,2000,4.7,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3999,Highly recommend for photography lovers.
536,Micromax Canvas Spark,Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,5999,"Affordable and reliable, good screen quality."
537,Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Windows,Yes,Yes,Yes,2,Yes,No,7000,"Sleek design, average battery life."
538,HTC One M9+,HTC,One M9+,2840,5.2,Yes,1440,2560,8,2000,16.0,20.0,4.0,Android,Yes,Yes,Yes,1,Yes,Yes,11000,"Perfect for everyday use, budget-friendly."
539,Intex Aqua Speed HD,Intex,Aqua Speed HD,1700,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,7500,"Premium quality, outstanding features."
540,Karbonn Titanium Mach Two S360,Karbonn,Titanium Mach Two S360,1900,5.0,Yes,720,1280,8,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,7800,"Excellent performance, worth the price."
541,BlackBerry Leap,BlackBerry,Leap,2800,5.0,Yes,720,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,7200,"Great battery life, perfect for gaming."
542,Asus ZenFone C (ZC451CG),Asus,ZenFone C (ZC451CG),2100,4.5,Yes,480,854,2,1000,8.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,5499,"Amazing camera quality, a bit expensive."
543,Lava Iris X8,Lava,Iris X8,2500,5.0,Yes,720,1280,8,1000,8.0,8.0,3.0,Android,Yes,Yes,Yes,2,Yes,No,8500,"Good value for money, smooth performance."
544,Gionee Pioneer P6,Gionee,Pioneer P6,1950,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4150,"Battery could be better, decent overall."
545,Karbonn Machone Titanium S310,Karbonn,Machone Titanium S310,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,7000,Highly recommend for photography lovers.
546,Micromax Canvas Hue,Micromax,Canvas Hue,3000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,5599,"Affordable and reliable, good screen quality."
547,BlackBerry Classic,BlackBerry,Classic,2515,3.5,Yes,720,720,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,No,13899,"Sleek design, average battery life."
548,Intex Aqua Power,Intex,Aqua Power,4000,5.0,Yes,480,854,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4500,"Perfect for everyday use, budget-friendly."
549,Gionee Marathon M3,Gionee,Marathon M3,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3490,"Premium quality, outstanding features."
550,Honor Holly,Honor,Holly,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,5999,"Excellent performance, worth the price."
551,Gionee Elife S5.1,Gionee,Elife S5.1,2050,4.8,Yes,720,1280,8,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,5499,"Great battery life, perfect for gaming."
552,HTC Desire 816G,HTC,Desire 816G,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,21990,"Amazing camera quality, a bit expensive."
553,Lenovo Vibe X2,Lenovo,Vibe X2,2300,5.0,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,17499,"Good value for money, smooth performance."
554,ZTE V5,ZTE,V5,2400,5.0,Yes,720,1280,4,1000,4.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3399,"Battery could be better, decent overall."
555,Xolo Play 8X-1100,Xolo,Play 8X-1100,2100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,5888,Highly recommend for photography lovers.
556,LG G3 Stylus,LG,G3 Stylus,3000,5.5,Yes,540,960,4,1000,8.0,13.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,10490,"Affordable and reliable, good screen quality."
557,iBall Andi 5K Panther,iBall,Andi 5K Panther,1900,5.0,Yes,540,960,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3199,"Sleek design, average battery life."
558,HTC Desire 616 Dual SIM,HTC,Desire 616 Dual SIM,2000,5.0,Yes,720,1280,8,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,7999,"Perfect for everyday use, budget-friendly."
559,LG G3 Beat,LG,G3 Beat,2540,5.0,Yes,720,1280,4,1000,8.0,8.0,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,5999,"Premium quality, outstanding features."
560,Xolo Win Q900s,Xolo,Win Q900s,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Windows,Yes,Yes,Yes,2,Yes,No,4495,"Excellent performance, worth the price."
561,Sony Xperia T3,Sony,Xperia T3,2500,5.3,Yes,720,1280,4,1000,8.0,8.0,1.1,Android,Yes,Yes,Yes,1,Yes,Yes,18490,"Great battery life, perfect for gaming."
562,Micromax Unite 2,Micromax,Unite 2,2000,4.7,Yes,480,800,4,1000,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,8999,"Amazing camera quality, a bit expensive."
563,Lava Iris X1,Lava,Iris X1,1800,4.5,Yes,480,854,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3632,"Good value for money, smooth performance."
564,BlackBerry Z3,BlackBerry,Z3,2500,5.0,Yes,540,960,2,1000,8.0,5.0,1.1,BlackBerry,Yes,Yes,Yes,1,Yes,No,19000,"Battery could be better, decent overall."
565,Lava Iris Pro 20,Lava,Iris Pro 20,2000,4.7,Yes,540,960,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,5040,Highly recommend for photography lovers.
566,LG L90 Dual,LG,L90 Dual,2540,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,3299,"Affordable and reliable, good screen quality."
567,Karbonn Titanium Octane Plus,Karbonn,Titanium Octane Plus,2000,5.0,Yes,1080,1920,8,2000,16.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,12494,"Sleek design, average battery life."
568,Lenovo S860,Lenovo,S860,4000,5.3,Yes,720,1280,4,2000,16.0,8.0,1.5,Android,Yes,Yes,Yes,2,Yes,No,18748,"Perfect for everyday use, budget-friendly."
569,Micromax Canvas Turbo Mini,Micromax,Canvas Turbo Mini,1800,4.69,Yes,720,1280,4,1000,4.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,6495,"Premium quality, outstanding features."
570,Intex Aqua Octa,Intex,Aqua Octa,2300,6.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,16818,"Excellent performance, worth the price."
571,Xolo Q3000,Xolo,Q3000,4000,5.7,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,18138,"Great battery life, perfect for gaming."
572,Gionee Pioneer P3,Gionee,Pioneer P3,1700,4.3,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,7494,"Amazing camera quality, a bit expensive."
573,Nokia Lumia 525,Nokia,Lumia 525,1430,4.0,Yes,480,800,2,1000,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,7500,"Good value for money, smooth performance."
574,Xolo Q2000,Xolo,Q2000,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,14534,"Battery could be better, decent overall."
575,Micromax Canvas Turbo,Micromax,Canvas Turbo,2000,5.0,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,17490,Highly recommend for photography lovers.
576,Nokia Lumia 1320,Nokia,Lumia 1320,3400,6.0,Yes,720,1280,2,1000,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,9960,"Affordable and reliable, good screen quality."
577,LG G Pro Lite,LG,G Pro Lite,3140,5.5,Yes,540,960,2,1000,8.0,8.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,5899,"Sleek design, average battery life."
578,BlackBerry Z30,BlackBerry,Z30,2880,5.0,Yes,720,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,8300,"Perfect for everyday use, budget-friendly."
579,HTC Desire 500,HTC,Desire 500,1800,4.3,Yes,480,800,4,1000,4.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,19000,"Premium quality, outstanding features."
580,Nokia Lumia 625,Nokia,Lumia 625,2000,4.7,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,4999,"Excellent performance, worth the price."
581,Xolo Play T1000,Xolo,Play T1000,2000,4.7,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,14153,"Great battery life, perfect for gaming."
582,Gionee Elife E3,Gionee,Elife E3,1800,4.7,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,6499,"Amazing camera quality, a bit expensive."
583,Samsung Galaxy S4 Zoom,Samsung,Galaxy S4 Zoom,2330,4.3,Yes,560,960,2,1000,8.0,16.0,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,15990,"Good value for money, smooth performance."
584,HTC Desire 600,HTC,Desire 600,1860,4.5,Yes,540,960,4,1000,8.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,22500,"Battery could be better, decent overall."
585,Samsung Galaxy Pocket,Samsung,Galaxy Pocket,1200,2.8,Yes,240,320,1,289,3.0,2.0,0.0,Android,Yes,Yes,Yes,1,Yes,No,3190,Highly recommend for photography lovers.
586,Samsung Galaxy Grand Duos,Samsung,Galaxy Grand Duos,2100,5.0,Yes,480,800,2,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,8999,"Affordable and reliable, good screen quality."
587,Nokia Asha 501,Nokia,Asha 501,1200,3.0,Yes,240,320,1,64,0.128,3.2,0.0,Cyanogen,Yes,Yes,No,2,No,No,4999,"Sleek design, average battery life."
588,Nokia Lumia 610,Nokia,Lumia 610,1300,3.7,Yes,480,800,1,256,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,4990,"Perfect for everyday use, budget-friendly."
589,Nokia Lumia 520,Nokia,Lumia 520,1430,4.0,Yes,480,800,2,512,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,3850,"Premium quality, outstanding features."
590,LG Optimus L3 II Dual,LG,Optimus L3 II Dual,1540,3.2,Yes,240,320,1,512,4.0,3.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,1999,"Excellent performance, worth the price."
591,BlackBerry Curve 9220,BlackBerry,Curve 9220,1450,2.44,No,240,320,1,512,0.512,2.0,0.0,BlackBerry,Yes,Yes,No,1,No,No,6999,"Great battery life, perfect for gaming."
592,Coolpad Cool 5,Coolpad,Cool 5,4000,6.22,Yes,720,1520,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,1,No,No,6999,"Amazing camera quality, a bit expensive."
593,Innelo 1,iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Good value for money, smooth performance."
594,Mobiistar XQ Dual,Mobiistar,XQ Dual,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,5199,"Battery could be better, decent overall."
595,Comio X1 Note,Comio,X1 Note,2900,6.0,Yes,1080,2160,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6300,Highly recommend for photography lovers.
596,Intex Aqua Lions N1,Intex,Aqua Lions N1,1400,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2590,"Affordable and reliable, good screen quality."
597,Karbonn A40 Indian,Karbonn,A40 Indian,1400,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,3250,"Sleek design, average battery life."
598,Videocon Metal Pro 2,Videocon,Metal Pro 2,2000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Perfect for everyday use, budget-friendly."
599,iVoomi Me 1+,iVoomi,Me 1+,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499,"Premium quality, outstanding features."
600,iVoomi Me 1,iVoomi,Me 1,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Excellent performance, worth the price."
601,Asus ZenFone Live,Asus,ZenFone Live,2650,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4599,"Great battery life, perfect for gaming."
602,Intex Aqua Crystal,Intex,Aqua Crystal,2100,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6000,"Amazing camera quality, a bit expensive."
603,Alcatel Pixi 4 (5),Alcatel,Pixi 4 (5),2000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,2999,"Good value for money, smooth performance."
604,Reach Allure,Reach,Allure,2600,5.5,Yes,540,960,4,1000,8.0,10.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,2699,"Battery could be better, decent overall."
605,Karbonn Quattro L52,Karbonn,Quattro L52,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8649,Highly recommend for photography lovers.
606,InFocus Bingo 10,InFocus,Bingo 10,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3199,"Affordable and reliable, good screen quality."
607,HTC Desire 626 Dual SIM,HTC,Desire 626 Dual SIM,2000,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5499,"Sleek design, average battery life."
608,Intex Aqua Trend,Intex,Aqua Trend,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4444,"Perfect for everyday use, budget-friendly."
609,HTC Desire 310,HTC,Desire 310,2000,4.5,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699,"Premium quality, outstanding features."
610,Xolo Q1000 Opus,Xolo,Q1000 Opus,2000,5.0,Yes,480,854,4,1000,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,9499,"Excellent performance, worth the price."
611,BlackBerry 9720,BlackBerry,9720,1450,2.8,Yes,360,480,1,512,0.512,5.0,0.0,BlackBerry,Yes,Yes,Yes,1,Yes,No,7500,"Great battery life, perfect for gaming."
612,Zen Cinemax 3,Zen,Cinemax 3,2900,5.5,Yes,480,854,4,2000,16.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,3299,"Amazing camera quality, a bit expensive."
613,Samsung Galaxy S20+,Samsung,Galaxy S20+,4500,6.7,Yes,1440,3200,8,8000,128.0,12.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,73999,"Good value for money, smooth performance."
614,Samsung Galaxy S20 Ultra,Samsung,Galaxy S20 Ultra,5000,6.9,Yes,1440,3200,8,12000,128.0,108.0,40.0,Android,Yes,Yes,Yes,2,Yes,Yes,92999,"Battery could be better, decent overall."
615,Redmi 8A Dual,Xiaomi,Redmi 8A Dual,5000,6.22,Yes,720,1520,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6499,Highly recommend for photography lovers.
616,Lava Z53,Lava,Z53,4120,6.1,Yes,600,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4829,"Affordable and reliable, good screen quality."
617,Samsung Galaxy Z Flip,Samsung,Galaxy Z Flip,3300,6.7,Yes,1080,2636,8,8000,256.0,12.0,10.0,Android,Yes,Yes,Yes,1,No,No,174990,"Sleek design, average battery life."
618,Samsung Galaxy S20,Samsung,Galaxy S20,4000,6.2,Yes,1440,3200,8,8000,128.0,12.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,66999,"Perfect for everyday use, budget-friendly."
619,Lava Z71,Lava,Z71,3200,5.7,Yes,720,1520,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,6299,"Premium quality, outstanding features."
620,Nokia 2.3,Nokia,2.3,4000,6.2,Yes,720,1520,4,2000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,7149,"Excellent performance, worth the price."
621,Tecno Spark Power,Tecno,Spark Power,6000,6.35,Yes,720,1548,8,4000,64.0,13.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,8499,"Great battery life, perfect for gaming."
622,Vivo Y19,Vivo,Y19,5000,6.53,Yes,1080,2340,8,4000,128.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,13990,"Amazing camera quality, a bit expensive."
623,Lava Z41,Lava,Z41,2500,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,3899,"Good value for money, smooth performance."
624,Tecno Camon 12 Air,Tecno,Camon 12 Air,4000,6.55,Yes,720,1600,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9960,"Battery could be better, decent overall."
